,,,,,,,,,,,,,Solicitação de Obra,,Mapa de Cotação,,Pedido de compra,,Contrato de Cotação e Materiais,
ESTRUTURA DO ORÇAMENTO,RM,INSUMO,4,5,6,7,8,9,10,DATA PLANEJADA TAREFA,DATA DE NECESSIDADE INFORMADA,DATA DE INCLUSAO NO SISTEMA,,Nº COTAÇÃO SISTEMA,Data aprovação cotaçao,Nº PEDIDO SISTEMA,DATA APROVAÇÃO PEDIDO DE COMPRA,Nº CONTRATO SISTEMA,DATA APROVAÇÃO DO CONTRATO,
Soma de 1,,,,,,,,,Data de cronograma,DATA DO PLANEJAMENTO,Data de necessidade informada,data de inclusao,,Cotação,Data aprovação cotaçao,Pedido,Data aprovação pedido,Contrato,Data aprovação contrato,Emissão da nota (primeira)
01.01.02.05.001,12141,175 -  00175-SAIBRO MEDIO,7,,,,,,,,45987,45902.770983796298,02/09/2025,324,10/09/2025,0,,2559,,
01.01.02.05.001,18577,159 -  00159-BRITA RACHÃO,1,,,,,,,,46099,46099.649502314802,18/03/2026,659,23/03/2026,790,25/03/2026,0,,
01.01.02.05.003,1820,8217 -  08217-SERVIÇOS DE LIMPEZA E CONSERVAÇÃO,2,,,,,,,,45761,45674.388541666704,16/01/2025,46,16/01/2025,25,20/01/2025,0,,
01.01.02.05.003,3019,8567 -  08567-MO LIMPEZA DE RUA COM CARRO PIPA,1,,,,,,,,45771,45691.477037037002,03/02/2025,93,04/02/2025,82,14/02/2025,0,,
01.01.02.06.001,4645,6767 -  06767-FITA ZEBRADA PRETO/AMARELO,9,,,,,,,,45748,45720.702569444402,04/03/2025,141,18/03/2025,165,24/03/2025,0,,
01.01.02.06.001,4645,"6781 -  06781-TELA TAPUME CERQUITE 1,20M",8,,,,,,,,45748,45720.702569444402,04/03/2025,141,18/03/2025,165,24/03/2025,0,,
01.01.02.06.001,6878,7470 -  07470-ESCADA DE FERRO,1,,,,,,,,45946,45776.685057870403,29/04/2025,186,30/04/2025,245,16/05/2025,0,,
01.01.02.06.001,9359,7703 -  07703-TINTA ACRÍLICA,31,,,,,,,,45867,45840.532638888901,02/07/2025,277,06/08/2025,388,12/08/2025,0,,
01.01.02.06.001,10741,6780 -  06780-TELA PROTEÇÃO COLETIVA,5,,,,,,,,45881,45868.395219907397,30/07/2025,276,06/08/2025,387,12/08/2025,0,,
01.01.02.06.001,12762,10596 -  10596-MO MONTAGEM SISTEMA V,26,,,,,,,,46003,45919.472986111097,19/09/2025,374,10/10/2025,0,,2687,04/11/2025,
01.01.02.06.001,12762,10597 -  10597-MO INSTALAÇÃO SISTEMA U,17,,,,,,,,46003,45919.472986111097,19/09/2025,374,10/10/2025,0,,2687,04/11/2025,
01.01.02.06.001,12762,10598 -  10598-MO ASCENÇÃO SISTEMA V,27,,,,,,,,46003,45919.472986111097,19/09/2025,374,10/10/2025,0,,2687,04/11/2025,
01.01.02.06.001,12762,10601 -  10601-PROJETO E ART,33,,,,,,,,46003,45919.472986111097,19/09/2025,374,10/10/2025,0,,2687,04/11/2025,
01.01.02.06.001,12762,"11067 -  11067-SUPORTE METÁLICO SLQA 7,50MX2,00M 60X60X3MM GALVANIZADO PINTADO",31,,,,,,,,46003,45919.472986111097,19/09/2025,374,10/10/2025,0,,2687,04/11/2025,
01.01.02.06.001,12762,"11070 -  11070-ABRACADEIRA DE NYLON K22 BRANCA 1,3X4,8X200MM (100UND)",15,,,,,,,,46003,45919.472986111097,19/09/2025,374,10/10/2025,0,,2687,04/11/2025,
01.01.02.06.001,12762,"11105 -  11105-REDE SLQA 3,5MX35,0 FIO 2,5MM POLIAMIDA MULTIF/UV/SEM NÓ MALHA 05",32,,,,,,,,46003,45919.472986111097,19/09/2025,374,10/10/2025,0,,2687,04/11/2025,
01.01.02.06.001,12762,"11937 -  11937-REDE SLQA 7,0MX35,0 FIO 3,0MM POLIAMIDA MULTIF/UV/SEM NÓ MALHA 05",30,,,,,,,,46003,45919.472986111097,19/09/2025,374,10/10/2025,0,,2687,04/11/2025,
01.01.02.06.001,12762,5682 -  05682-SERVIÇOS TREINAMENTO E APERFEIÇOAMENTO,33,,,,,,,,46003,45919.472986111097,19/09/2025,374,10/10/2025,0,,2687,04/11/2025,
01.01.02.06.001,13108,"6781 -  06781-TELA TAPUME CERQUITE 1,20M",1,,,,,,,,45930,45930.450520833299,30/09/2025,368,06/10/2025,483,14/10/2025,0,,
01.01.02.06.001,13825,6449 -  06449-CORRENTE 6MM,7,,,,,,,,45961,45950.638576388897,20/10/2025,395,21/10/2025,527,04/11/2025,0,,
01.01.02.06.001,14332,7527 -  07527-PLACAS DE SINALIZAÇÃO CANTEIRO,5,,,,,,,,45964,45964.586539351898,03/11/2025,466,21/11/2025,572,25/11/2025,0,,
01.01.02.06.001,15157,"6781 -  06781-TELA TAPUME CERQUITE 1,20M",2,,,,,,,,45989,45989.355405092603,28/11/2025,494,02/12/2025,598,04/12/2025,0,,
01.01.02.06.001,15682,"607 -  00607-COMPENSADO RESINADO 14MM 1,10X2,20",1,,,,,,,,46003,46003.457245370402,11/12/2025,544,12/01/2026,662,13/01/2026,0,,
01.01.02.06.001,15933,"607 -  00607-COMPENSADO RESINADO 14MM 1,10X2,20",1,,,,,,,,46014,46014.461782407401,23/12/2025,544,12/01/2026,662,13/01/2026,0,,
01.01.02.06.001,16385,6764 -  06764-CORDA POLIAMIDA TRANÇADA 12MM,3,,,,,,,,46038,46038.447037037004,16/01/2026,567,22/01/2026,692,29/01/2026,0,,
01.01.02.06.001,16385,6767 -  06767-FITA ZEBRADA PRETO/AMARELO,2,,,,,,,,46038,46038.447037037004,16/01/2026,567,22/01/2026,692,29/01/2026,0,,
01.01.02.06.001,16385,"6781 -  06781-TELA TAPUME CERQUITE 1,20M",1,,,,,,,,46038,46038.447037037004,16/01/2026,567,22/01/2026,692,29/01/2026,0,,
01.01.02.06.001,16983,5732 -  05732-SERVIÇOS PROJETOS DE SEGURANÇA,1,,,,,,,,46055,46055.6951736111,02/02/2026,591,03/02/2026,708,04/02/2026,0,,
01.01.02.06.001,18521,6764 -  06764-CORDA POLIAMIDA TRANÇADA 12MM,2,,,,,,,,46098,46098.599282407398,17/03/2026,673,26/03/2026,809,30/03/2026,0,,
01.01.02.06.001,18521,"6781 -  06781-TELA TAPUME CERQUITE 1,20M",1,,,,,,,,46098,46098.599282407398,17/03/2026,673,26/03/2026,809,30/03/2026,0,,
01.01.02.06.002,6095,"3124 -  03124-TUBO FERRO GALVANIZADO SEM COSTURA 3""X6M",2,,,,,,,,45789,45757.395300925898,10/04/2025,170,14/04/2025,208,16/04/2025,0,,
01.01.02.06.002,6095,6680 -  06680-CABO DE AÇO ALMA FIBRA 6/19,3,,,,,,,,45789,45757.395300925898,10/04/2025,170,14/04/2025,208,16/04/2025,0,,
01.01.02.06.002,6095,"6683 -  06683-CLIP 3/8"" PARA CABO DE AÇO",1,,,,,,,,45789,45757.395300925898,10/04/2025,170,14/04/2025,208,16/04/2025,0,,
01.01.02.06.002,6095,6752 -  06752-MOSQUETÃO OVAL AÇO ROSCA FECHO 25KN,4,,,,,,,,45789,45757.395300925898,10/04/2025,170,14/04/2025,208,16/04/2025,0,,
01.01.02.06.002,12753,6678 -  06678-CABO DE AÇO ALMA AÇO 6/19,1,,,,,,,,45919,45919.361087963,19/09/2025,346,22/09/2025,453,24/09/2025,0,,
01.01.02.06.002,12753,"6683 -  06683-CLIP 3/8"" PARA CABO DE AÇO",2,,,,,,,,45919,45919.361087963,19/09/2025,346,22/09/2025,453,24/09/2025,0,,
01.01.02.06.002,12753,6692 -  06692-OLHAL DE ANCORAGEM,4,,,,,,,,45919,45919.361087963,19/09/2025,346,22/09/2025,453,24/09/2025,0,,
01.01.02.06.002,12753,"9080 -  09080-PARABOLT 3/8""",5,,,,,,,,45919,45919.361087963,19/09/2025,346,22/09/2025,453,24/09/2025,0,,
01.01.02.06.002,13300,10055 -  10055-APLICADOR DE SILICONE,2,,,,,,,,45961,45936.417685185203,06/10/2025,372,08/10/2025,476,10/10/2025,0,,
01.01.02.06.002,13300,186 -  00186-ADESIVO DE ANCORAGEM EPÓXI,1,,,,,,,,45961,45936.417685185203,06/10/2025,372,08/10/2025,476,10/10/2025,0,,
01.01.02.06.002,14744,"9080 -  09080-PARABOLT 3/8""",1,,,,,,,,46015,45973.483043981498,12/11/2025,451,13/11/2025,551,14/11/2025,0,,
01.01.02.06.002,15157,6678 -  06678-CABO DE AÇO ALMA AÇO 6/19,1,,,,,,,,45989,45989.355405092603,28/11/2025,494,02/12/2025,598,04/12/2025,0,,
01.01.02.06.002,15432,6678 -  06678-CABO DE AÇO ALMA AÇO 6/19,1,,,,,,,,45996,45996.503067129597,05/12/2025,515,15/12/2025,637,19/12/2025,0,,
01.01.02.06.002,15552,6381 -  06381-BROCA SDS PLUS 10MMX160MM,4,,,,,,,,46001,46001.482997685198,10/12/2025,525,22/12/2025,649,05/01/2026,0,,
01.01.02.06.002,15552,6404 -  06404-BROCA SDS PLUS 8MMX160MM,5,,,,,,,,46001,46001.482997685198,10/12/2025,525,22/12/2025,649,05/01/2026,0,,
01.01.02.06.002,16080,6357 -  06357-BROCA AÇO RÁPIDO 10MM,1,,,,,,,,46055,46028.643923611096,06/01/2026,540,09/01/2026,670,15/01/2026,0,,
01.01.02.06.002,16169,9077 -  09077-CHAPELETA DE ANCORAGEM 25KN,1,,,,,,,,46058,46031.322025463,09/01/2026,539,09/01/2026,678,22/01/2026,0,,
01.01.02.06.002,16183,"6683 -  06683-CLIP 3/8"" PARA CABO DE AÇO",1,,,,,,,,46058,46031.478194444397,09/01/2026,538,09/01/2026,677,22/01/2026,0,,
01.01.02.06.002,16450,"6683 -  06683-CLIP 3/8"" PARA CABO DE AÇO",2,,,,,,,,46069,46042.335023148102,20/01/2026,538,09/01/2026,677,22/01/2026,0,,
01.01.02.06.002,16453,"3127 -  03127-TUBO FERRO GALVANIZADO SEM COSTURA 4""X6M",1,,,,,,,,46111,46042.344305555598,20/01/2026,558,20/01/2026,680,22/01/2026,0,,
01.01.02.06.002,16453,6240 -  06240-PARAFUSO,3,,,,,,,,46111,46042.344305555598,20/01/2026,558,20/01/2026,680,22/01/2026,0,,
01.01.02.06.002,16453,6317 -  06317-PORCA SEXTAVADO ZINCADA,2,,,,,,,,46111,46042.344305555598,20/01/2026,558,20/01/2026,680,22/01/2026,0,,
01.01.02.06.003,14797,"8942 -  08942-RIPA PINUS 1""X3""",2,,,,,,,,46042,45975.3826736111,14/11/2025,471,24/11/2025,577,26/11/2025,0,,
01.01.02.06.004,13126,7599 -  07599-EXTINTOR PQ 4KG,1,,,,,,,,45971,45930.649976851899,30/09/2025,360,02/10/2025,461,02/10/2025,0,,
01.01.02.06.004,16029,7599 -  07599-EXTINTOR PQ 4KG,1,,,,,,,,46066,46027.611145833303,05/01/2026,550,12/01/2026,795,25/03/2026,0,,
01.01.02.06.005,1429,4855 -  04855-MO OFICIAL,9,,,,,,,,45747,45667.478703703702,10/01/2025,51,24/01/2025,0,,813,24/01/2025,
